symbol,historical
ARII.JK,[]
BELL.JK,"[{'date': '2024-05-02', 'label': 'May 02, 24', 'adjDividend': 0.3458, 'dividend': 0.3458, 'recordDate': '2024-05-03', 'paymentDate': '2024-05-22', 'declarationDate': ''}, {'date': '2023-04-26', 'label': 'April 26, 23', 'adjDividend': 0.50021, 'dividend': 0.50021, 'recordDate': '2023-04-27', 'paymentDate': '2023-05-10', 'declarationDate': ''}, {'date': '2022-05-17', 'label': 'May 17, 22', 'adjDividend': 0.28, 'dividend': 0.28, 'recordDate': '2022-05-18', 'paymentDate': '2022-05-27', 'declarationDate': ''}, {'date': '2021-06-08', 'label': 'June 08, 21', 'adjDividend': 0.07, 'dividend': 0.07, 'recordDate': '2021-06-09', 'paymentDate': '2021-06-25', 'declarationDate': ''}, {'date': '2020-06-24', 'label': 'June 24, 20', 'adjDividend': 0.5, 'dividend': 2.5, 'recordDate': '2020-06-25', 'paymentDate': '2020-07-15', 'declarationDate': ''}, {'date': '2019-05-09', 'label': 'May 09, 19', 'adjDividend': 0.7, 'dividend': 3.5, 'recordDate': '2019-05-10', 'paymentDate': '2019-05-31', 'declarationDate': ''}, {'date': '2018-05-02', 'label': 'May 02, 18', 'adjDividend': 0.6, 'dividend': 3, 'recordDate': '2018-05-04', 'paymentDate': '2018-05-23', 'declarationDate': ''}]"
BSIM.JK,[]
INTD.JK,[]
BPFI.JK,"[{'date': '2024-07-05', 'label': 'July 05, 24', 'adjDividend': 9.72, 'dividend': 9.72, 'recordDate': '2024-07-08', 'paymentDate': '2024-07-26', 'declarationDate': ''}, {'date': '2023-07-11', 'label': 'July 11, 23', 'adjDividend': 3.88168, 'dividend': 3.88168, 'recordDate': '2023-07-12', 'paymentDate': '2023-08-02', 'declarationDate': ''}, {'date': '2019-06-28', 'label': 'June 28, 19', 'adjDividend': 11.22, 'dividend': 16.83, 'recordDate': '2019-07-01', 'paymentDate': '2019-07-08', 'declarationDate': ''}, {'date': '2017-03-13', 'label': 'March 13, 17', 'adjDividend': 13.28847, 'dividend': 19.9327, 'recordDate': '2017-03-15', 'paymentDate': '2017-03-23', 'declarationDate': ''}, {'date': '2016-07-12', 'label': 'July 12, 16', 'adjDividend': 13.28847, 'dividend': 19.9327, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2014-05-16', 'label': 'May 16, 14', 'adjDividend': 2.85142, 'dividend': 4.2771, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2013-05-20', 'label': 'May 20, 13', 'adjDividend': 2.85142, 'dividend': 4.2771, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-05-22', 'label': 'May 22, 12', 'adjDividend': 2.85142, 'dividend': 4.2771, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2011-05-13', 'label': 'May 13, 11', 'adjDividend': 5.70284, 'dividend': 8.5543, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2010-09-15', 'label': 'September 15, 10', 'adjDividend': 0.57028, 'dividend': 0.8554, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
MLIA.JK,"[{'date': '2024-06-11', 'label': 'June 11, 24', 'adjDividend': 15, 'dividend': 15, 'recordDate': '2024-06-12', 'paymentDate': '2024-06-20', 'declarationDate': ''}, {'date': '2023-06-08', 'label': 'June 08, 23', 'adjDividend': 26, 'dividend': 26, 'recordDate': '2023-06-09', 'paymentDate': '2023-06-16', 'declarationDate': ''}]"
MTWI.JK,[]
NFCX.JK,[]
BHAT.JK,[]
SDPC.JK,"[{'date': '2024-06-11', 'label': 'June 11, 24', 'adjDividend': 2.5, 'dividend': 2.5, 'recordDate': '2024-06-12', 'paymentDate': '2024-07-04', 'declarationDate': ''}, {'date': '2023-06-07', 'label': 'June 07, 23', 'adjDividend': 2, 'dividend': 2, 'recordDate': '2023-06-08', 'paymentDate': '2023-06-27', 'declarationDate': ''}, {'date': '2022-05-18', 'label': 'May 18, 22', 'adjDividend': 1, 'dividend': 1, 'recordDate': '2022-05-19', 'paymentDate': '2022-06-09', 'declarationDate': ''}, {'date': '2021-05-10', 'label': 'May 10, 21', 'adjDividend': 0.5, 'dividend': 0.5, 'recordDate': '2021-05-11', 'paymentDate': '2021-06-02', 'declarationDate': ''}, {'date': '2020-07-27', 'label': 'July 27, 20', 'adjDividend': 1, 'dividend': 1, 'recordDate': '2020-07-28', 'paymentDate': '2020-08-14', 'declarationDate': ''}, {'date': '2019-04-22', 'label': 'April 22, 19', 'adjDividend': 3, 'dividend': 3, 'recordDate': '2019-04-23', 'paymentDate': '2019-05-10', 'declarationDate': ''}, {'date': '2018-04-16', 'label': 'April 16, 18', 'adjDividend': 2, 'dividend': 2, 'recordDate': '2018-04-18', 'paymentDate': '2018-05-09', 'declarationDate': ''}, {'date': '2017-04-06', 'label': 'April 06, 17', 'adjDividend': 1.96273, 'dividend': 1.96273, 'recordDate': '2017-04-10', 'paymentDate': '2017-04-28', 'declarationDate': ''}, {'date': '2016-03-31', 'label': 'March 31, 16', 'adjDividend': 2.9441, 'dividend': 2.9441, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
HAIS.JK,"[{'date': '2024-04-18', 'label': 'April 18, 24', 'adjDividend': 19.98, 'dividend': 19.98, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2023-05-22', 'label': 'May 22, 23', 'adjDividend': 13.25, 'dividend': 13.25, 'recordDate': '2023-05-23', 'paymentDate': '2023-06-09', 'declarationDate': ''}, {'date': '2022-06-14', 'label': 'June 14, 22', 'adjDividend': 3.99, 'dividend': 3.99, 'recordDate': '2022-06-15', 'paymentDate': '2022-07-07', 'declarationDate': ''}]"
IDPR.JK,"[{'date': '2024-07-02', 'label': 'July 02, 24', 'adjDividend': 5, 'dividend': 5, 'recordDate': '2024-07-03', 'paymentDate': '2024-07-17', 'declarationDate': ''}, {'date': '2023-07-07', 'label': 'July 07, 23', 'adjDividend': 1, 'dividend': 1, 'recordDate': '2023-07-10', 'paymentDate': '2023-07-25', 'declarationDate': ''}, {'date': '2022-07-05', 'label': 'July 05, 22', 'adjDividend': 1, 'dividend': 1, 'recordDate': '2022-07-06', 'paymentDate': '2022-07-21', 'declarationDate': ''}, {'date': '2021-07-06', 'label': 'July 06, 21', 'adjDividend': 5, 'dividend': 5, 'recordDate': '2021-07-07', 'paymentDate': '2021-07-27', 'declarationDate': ''}, {'date': '2019-05-28', 'label': 'May 28, 19', 'adjDividend': 10, 'dividend': 10, 'recordDate': '2019-05-29', 'paymentDate': '2019-06-14', 'declarationDate': ''}, {'date': '2018-06-20', 'label': 'June 20, 18', 'adjDividend': 15, 'dividend': 15, 'recordDate': '2018-06-22', 'paymentDate': '2018-07-03', 'declarationDate': ''}, {'date': '2017-06-19', 'label': 'June 19, 17', 'adjDividend': 10, 'dividend': 10, 'recordDate': '2017-06-21', 'paymentDate': '2017-07-07', 'declarationDate': ''}, {'date': '2016-06-22', 'label': 'June 22, 16', 'adjDividend': 5, 'dividend': 5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
ALII.JK,[]
PBID.JK,"[{'date': '2024-05-22', 'label': 'May 22, 24', 'adjDividend': 40, 'dividend': 160, 'recordDate': '2024-05-27', 'paymentDate': '2024-06-06', 'declarationDate': ''}, {'date': '2023-05-30', 'label': 'May 30, 23', 'adjDividend': 100, 'dividend': 100, 'recordDate': '2023-05-31', 'paymentDate': '2023-06-07', 'declarationDate': ''}, {'date': '2022-05-24', 'label': 'May 24, 22', 'adjDividend': 110, 'dividend': 110, 'recordDate': '2022-05-25', 'paymentDate': '2022-06-03', 'declarationDate': ''}, {'date': '2021-05-20', 'label': 'May 20, 21', 'adjDividend': 100, 'dividend': 100, 'recordDate': '2021-05-21', 'paymentDate': '2021-06-03', 'declarationDate': ''}, {'date': '2020-06-16', 'label': 'June 16, 20', 'adjDividend': 59, 'dividend': 59, 'recordDate': '2020-06-16', 'paymentDate': '2020-07-02', 'declarationDate': ''}, {'date': '2020-06-15', 'label': 'June 15, 20', 'adjDividend': 59, 'dividend': 59, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2019-06-13', 'label': 'June 13, 19', 'adjDividend': 50, 'dividend': 50, 'recordDate': '2019-06-14', 'paymentDate': '2019-06-25', 'declarationDate': ''}, {'date': '2018-06-27', 'label': 'June 27, 18', 'adjDividend': 43, 'dividend': 43, 'recordDate': '2018-06-29', 'paymentDate': '2018-07-11', 'declarationDate': ''}]"
TEBE.JK,"[{'date': '2024-08-13', 'label': 'August 13, 24', 'adjDividend': 15, 'dividend': 15, 'recordDate': '2024-08-14', 'paymentDate': '2024-08-26', 'declarationDate': ''}, {'date': '2024-07-05', 'label': 'July 05, 24', 'adjDividend': 15, 'dividend': 15, 'recordDate': '2024-07-08', 'paymentDate': '2024-07-18', 'declarationDate': ''}, {'date': '2024-05-21', 'label': 'May 21, 24', 'adjDividend': 50, 'dividend': 50, 'recordDate': '2024-05-22', 'paymentDate': '2024-06-04', 'declarationDate': ''}, {'date': '2023-12-12', 'label': 'December 12, 23', 'adjDividend': 25, 'dividend': 25, 'recordDate': '2023-12-12', 'paymentDate': '2023-12-21', 'declarationDate': ''}, {'date': '2023-12-11', 'label': 'December 11, 23', 'adjDividend': 25, 'dividend': 25, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2023-09-18', 'label': 'September 18, 23', 'adjDividend': 30, 'dividend': 30, 'recordDate': '2023-09-19', 'paymentDate': '2023-09-29', 'declarationDate': ''}, {'date': '2023-05-05', 'label': 'May 05, 23', 'adjDividend': 91, 'dividend': 91, 'recordDate': '2023-05-08', 'paymentDate': '2023-05-26', 'declarationDate': ''}, {'date': '2022-10-10', 'label': 'October 10, 22', 'adjDividend': 25, 'dividend': 25, 'recordDate': '2022-10-11', 'paymentDate': '2022-10-28', 'declarationDate': ''}, {'date': '2022-06-20', 'label': 'June 20, 22', 'adjDividend': 45, 'dividend': 45, 'recordDate': '2022-06-21', 'paymentDate': '2022-07-13', 'declarationDate': ''}, {'date': '2021-10-07', 'label': 'October 07, 21', 'adjDividend': 5, 'dividend': 5, 'recordDate': '2021-10-08', 'paymentDate': '2021-10-28', 'declarationDate': ''}, {'date': '2020-09-08', 'label': 'September 08, 20', 'adjDividend': 4, 'dividend': 4, 'recordDate': '2020-09-09', 'paymentDate': '2020-09-30', 'declarationDate': ''}]"
ACST.JK,"[{'date': '2019-04-23', 'label': 'April 23, 19', 'adjDividend': 2.68653, 'dividend': 2.68653, 'recordDate': '2019-04-24', 'paymentDate': '2019-04-29', 'declarationDate': ''}, {'date': '2019-04-22', 'label': 'April 22, 19', 'adjDividend': 5, 'dividend': 5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2018-04-19', 'label': 'April 19, 18', 'adjDividend': 31.16376, 'dividend': 31.16376, 'recordDate': '2018-04-23', 'paymentDate': '2018-05-09', 'declarationDate': ''}, {'date': '2017-10-05', 'label': 'October 05, 17', 'adjDividend': 16.11919, 'dividend': 16.11919, 'recordDate': '2017-10-09', 'paymentDate': '2017-10-20', 'declarationDate': ''}, {'date': '2017-04-20', 'label': 'April 20, 17', 'adjDividend': 15.04458, 'dividend': 15.04458, 'recordDate': '2017-04-25', 'paymentDate': '2017-05-09', 'declarationDate': ''}, {'date': '2016-09-28', 'label': 'September 28, 16', 'adjDividend': 5.91037, 'dividend': 5.91037, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2016-04-27', 'label': 'April 27, 16', 'adjDividend': 17.16656, 'dividend': 17.16656, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2015-04-16', 'label': 'April 16, 15', 'adjDividend': 21.52226, 'dividend': 21.52226, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2014-09-01', 'label': 'September 01, 14', 'adjDividend': 20.24117, 'dividend': 20.24117, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
JIHD.JK,[]
DOOH.JK,[]
AYAM.JK,[]
MBAP.JK,"[{'date': '2024-05-15', 'label': 'May 15, 24', 'adjDividend': 64, 'dividend': 64, 'recordDate': '2024-05-16', 'paymentDate': '2024-05-21', 'declarationDate': ''}, {'date': '2023-11-02', 'label': 'November 02, 23', 'adjDividend': 245, 'dividend': 245, 'recordDate': '2023-11-03', 'paymentDate': '2023-11-08', 'declarationDate': ''}, {'date': '2023-06-06', 'label': 'June 06, 23', 'adjDividend': 963, 'dividend': 963, 'recordDate': '2023-06-07', 'paymentDate': '2023-06-13', 'declarationDate': ''}, {'date': '2022-09-22', 'label': 'September 22, 22', 'adjDividend': 1.03, 'dividend': 1.03, 'recordDate': '2022-09-23', 'paymentDate': '2022-10-03', 'declarationDate': ''}, {'date': '2022-06-16', 'label': 'June 16, 22', 'adjDividend': 523, 'dividend': 523, 'recordDate': '2022-06-17', 'paymentDate': '2022-06-23', 'declarationDate': ''}, {'date': '2021-10-06', 'label': 'October 06, 21', 'adjDividend': 338, 'dividend': 338, 'recordDate': '2021-10-07', 'paymentDate': '2021-10-15', 'declarationDate': ''}, {'date': '2021-06-04', 'label': 'June 04, 21', 'adjDividend': 115, 'dividend': 115, 'recordDate': '2021-06-07', 'paymentDate': '2021-06-11', 'declarationDate': ''}, {'date': '2020-08-25', 'label': 'August 25, 20', 'adjDividend': 358, 'dividend': 358, 'recordDate': '2020-08-26', 'paymentDate': '2020-08-31', 'declarationDate': ''}, {'date': '2020-06-18', 'label': 'June 18, 20', 'adjDividend': 59, 'dividend': 59, 'recordDate': '2020-06-19', 'paymentDate': '2020-06-24', 'declarationDate': ''}, {'date': '2019-11-08', 'label': 'November 08, 19', 'adjDividend': 102, 'dividend': 102, 'recordDate': '2019-11-11', 'paymentDate': '2019-11-15', 'declarationDate': ''}, {'date': '2019-06-21', 'label': 'June 21, 19', 'adjDividend': 58, 'dividend': 58, 'recordDate': '2019-06-24', 'paymentDate': '2019-07-12', 'declarationDate': ''}, {'date': '2018-12-03', 'label': 'December 03, 18', 'adjDividend': 240, 'dividend': 240, 'recordDate': '2018-12-04', 'paymentDate': '2018-12-07', 'declarationDate': ''}, {'date': '2018-05-30', 'label': 'May 30, 18', 'adjDividend': 330, 'dividend': 330, 'recordDate': '2018-06-04', 'paymentDate': '2018-06-22', 'declarationDate': ''}, {'date': '2017-09-20', 'label': 'September 20, 17', 'adjDividend': 182, 'dividend': 182, 'recordDate': '2017-09-25', 'paymentDate': '2017-09-28', 'declarationDate': ''}, {'date': '2017-06-02', 'label': 'June 02, 17', 'adjDividend': 117.91, 'dividend': 117.91, 'recordDate': '2017-06-06', 'paymentDate': '2017-06-22', 'declarationDate': ''}, {'date': '2016-05-27', 'label': 'May 27, 16', 'adjDividend': 100.91, 'dividend': 100.91, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2015-11-23', 'label': 'November 23, 15', 'adjDividend': 50.25, 'dividend': 50.25, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2015-06-15', 'label': 'June 15, 15', 'adjDividend': 29, 'dividend': 29, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
INDS.JK,"[{'date': '2024-06-25', 'label': 'June 25, 24', 'adjDividend': 10, 'dividend': 100, 'recordDate': '2024-06-26', 'paymentDate': '2024-07-12', 'declarationDate': ''}, {'date': '2023-07-05', 'label': 'July 05, 23', 'adjDividend': 100, 'dividend': 100, 'recordDate': '2023-07-06', 'paymentDate': '2023-07-21', 'declarationDate': ''}, {'date': '2022-07-08', 'label': 'July 08, 22', 'adjDividend': 75, 'dividend': 75, 'recordDate': '2022-07-11', 'paymentDate': '2022-07-29', 'declarationDate': ''}, {'date': '2021-05-24', 'label': 'May 24, 21', 'adjDividend': 85, 'dividend': 85, 'recordDate': '2021-05-25', 'paymentDate': '2021-06-10', 'declarationDate': ''}, {'date': '2020-07-24', 'label': 'July 24, 20', 'adjDividend': 100, 'dividend': 100, 'recordDate': '2020-07-27', 'paymentDate': '2020-08-14', 'declarationDate': ''}, {'date': '2019-06-28', 'label': 'June 28, 19', 'adjDividend': 100, 'dividend': 100, 'recordDate': '2019-07-01', 'paymentDate': '2019-07-19', 'declarationDate': ''}, {'date': '2018-06-21', 'label': 'June 21, 18', 'adjDividend': 100, 'dividend': 100, 'recordDate': '2018-06-25', 'paymentDate': '2018-07-06', 'declarationDate': ''}, {'date': '2017-06-14', 'label': 'June 14, 17', 'adjDividend': 50, 'dividend': 50, 'recordDate': '2017-06-16', 'paymentDate': '2017-07-07', 'declarationDate': ''}, {'date': '2015-06-25', 'label': 'June 25, 15', 'adjDividend': 55, 'dividend': 55, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2014-07-03', 'label': 'July 03, 14', 'adjDividend': 100, 'dividend': 125, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2013-09-30', 'label': 'September 30, 13', 'adjDividend': 228, 'dividend': 285, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2013-07-01', 'label': 'July 01, 13', 'adjDividend': 223.74394, 'dividend': 279.6799, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-06-19', 'label': 'June 19, 12', 'adjDividend': 94.20798, 'dividend': 164.864, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2010-08-16', 'label': 'August 16, 10', 'adjDividend': 29.63114, 'dividend': 51.8545, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2009-08-24', 'label': 'August 24, 09', 'adjDividend': 5.92623, 'dividend': 10.3709, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2008-08-22', 'label': 'August 22, 08', 'adjDividend': 5.92623, 'dividend': 10.3709, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2005-07-07', 'label': 'July 07, 05', 'adjDividend': 2.96311, 'dividend': 5.1854, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2003-07-23', 'label': 'July 23, 03', 'adjDividend': 2.96311, 'dividend': 5.1854, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
BVIC.JK,"[{'date': '2014-07-04', 'label': 'July 04, 14', 'adjDividend': 4.9, 'dividend': 4.9, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2000-12-05', 'label': 'December 05, 00', 'adjDividend': 8.46028, 'dividend': 8.46028, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
BSML.JK,"[{'date': '2024-04-26', 'label': 'April 26, 24', 'adjDividend': 1.62, 'dividend': 1.62, 'recordDate': '2024-04-29', 'paymentDate': '2024-05-17', 'declarationDate': ''}, {'date': '2023-05-31', 'label': 'May 31, 23', 'adjDividend': 1.62, 'dividend': 1.62, 'recordDate': '2023-06-05', 'paymentDate': '2023-06-21', 'declarationDate': ''}, {'date': '2022-07-25', 'label': 'July 25, 22', 'adjDividend': 1.08, 'dividend': 1.08, 'recordDate': '2022-07-26', 'paymentDate': '2022-08-12', 'declarationDate': ''}]"
MPIX.JK,[]
OKAS.JK,"[{'date': '2011-09-14', 'label': 'September 14, 11', 'adjDividend': 1.02, 'dividend': 1.02, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2010-06-21', 'label': 'June 21, 10', 'adjDividend': 0.53, 'dividend': 0.53, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2009-08-10', 'label': 'August 10, 09', 'adjDividend': 3.34507, 'dividend': 4.75, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
BGTG.JK,[]
PGJO.JK,[]
PART.JK,[]
DEPO.JK,"[{'date': '2024-06-19', 'label': 'June 19, 24', 'adjDividend': 4, 'dividend': 4, 'recordDate': '2024-06-20', 'paymentDate': '2024-07-05', 'declarationDate': ''}, {'date': '2023-06-20', 'label': 'June 20, 23', 'adjDividend': 2.3, 'dividend': 2.3, 'recordDate': '2023-06-21', 'paymentDate': '2023-07-03', 'declarationDate': ''}, {'date': '2022-11-10', 'label': 'November 10, 22', 'adjDividend': 2.2, 'dividend': 2.2, 'recordDate': '2022-11-11', 'paymentDate': '2022-11-21', 'declarationDate': ''}, {'date': '2022-06-03', 'label': 'June 03, 22', 'adjDividend': 5.15, 'dividend': 5.15, 'recordDate': '2022-06-06', 'paymentDate': '2022-06-24', 'declarationDate': ''}]"
KBLM.JK,"[{'date': '2024-06-21', 'label': 'June 21, 24', 'adjDividend': 8, 'dividend': 8, 'recordDate': '2024-06-24', 'paymentDate': '2024-07-12', 'declarationDate': ''}, {'date': '2023-06-14', 'label': 'June 14, 23', 'adjDividend': 8, 'dividend': 8, 'recordDate': '2023-06-15', 'paymentDate': '2023-07-07', 'declarationDate': ''}, {'date': '2021-06-18', 'label': 'June 18, 21', 'adjDividend': 5, 'dividend': 5, 'recordDate': '2021-06-21', 'paymentDate': '2021-07-09', 'declarationDate': ''}, {'date': '2020-06-19', 'label': 'June 19, 20', 'adjDividend': 10, 'dividend': 10, 'recordDate': '2020-06-22', 'paymentDate': '2020-07-09', 'declarationDate': ''}, {'date': '2019-05-14', 'label': 'May 14, 19', 'adjDividend': 10, 'dividend': 10, 'recordDate': '2019-05-15', 'paymentDate': '2019-05-22', 'declarationDate': ''}, {'date': '2018-05-18', 'label': 'May 18, 18', 'adjDividend': 10, 'dividend': 10, 'recordDate': '2018-05-22', 'paymentDate': '2018-06-08', 'declarationDate': ''}, {'date': '2017-06-05', 'label': 'June 05, 17', 'adjDividend': 5, 'dividend': 5, 'recordDate': '2017-06-07', 'paymentDate': '2017-06-22', 'declarationDate': ''}, {'date': '2016-06-07', 'label': 'June 07, 16', 'adjDividend': 3, 'dividend': 3, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2015-06-17', 'label': 'June 17, 15', 'adjDividend': 5, 'dividend': 5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2013-07-05', 'label': 'July 05, 13', 'adjDividend': 3, 'dividend': 3, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-06-28', 'label': 'June 28, 12', 'adjDividend': 3, 'dividend': 3, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2011-06-16', 'label': 'June 16, 11', 'adjDividend': 2, 'dividend': 2, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
VRNA.JK,[]
LPIN.JK,"[{'date': '2024-05-21', 'label': 'May 21, 24', 'adjDividend': 25, 'dividend': 25, 'recordDate': '2024-05-22', 'paymentDate': '2024-06-10', 'declarationDate': ''}, {'date': '2023-06-08', 'label': 'June 08, 23', 'adjDividend': 15, 'dividend': 15, 'recordDate': '2023-06-09', 'paymentDate': '2023-06-26', 'declarationDate': ''}, {'date': '2022-06-14', 'label': 'June 14, 22', 'adjDividend': 15, 'dividend': 15, 'recordDate': '2022-06-15', 'paymentDate': '2022-07-05', 'declarationDate': ''}, {'date': '2021-08-03', 'label': 'August 03, 21', 'adjDividend': 117, 'dividend': 117, 'recordDate': '2021-08-04', 'paymentDate': '2021-08-20', 'declarationDate': ''}]"
SGRO.JK,"[{'date': '2024-06-05', 'label': 'June 05, 24', 'adjDividend': 121, 'dividend': 121, 'recordDate': '2024-06-06', 'paymentDate': '2024-06-28', 'declarationDate': ''}, {'date': '2023-06-20', 'label': 'June 20, 23', 'adjDividend': 198, 'dividend': 198, 'recordDate': '2023-06-21', 'paymentDate': '2023-07-12', 'declarationDate': ''}, {'date': '2022-06-08', 'label': 'June 08, 22', 'adjDividend': 135, 'dividend': 135, 'recordDate': '2022-06-09', 'paymentDate': '2022-06-24', 'declarationDate': ''}, {'date': '2018-05-18', 'label': 'May 18, 18', 'adjDividend': 70, 'dividend': 70, 'recordDate': '2018-05-22', 'paymentDate': '2018-06-07', 'declarationDate': ''}, {'date': '2017-06-19', 'label': 'June 19, 17', 'adjDividend': 25, 'dividend': 25, 'recordDate': '2017-06-21', 'paymentDate': '2017-07-12', 'declarationDate': ''}, {'date': '2016-06-17', 'label': 'June 17, 16', 'adjDividend': 25, 'dividend': 25, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2015-06-17', 'label': 'June 17, 15', 'adjDividend': 36, 'dividend': 36, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2014-07-08', 'label': 'July 08, 14', 'adjDividend': 15, 'dividend': 15, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2013-07-08', 'label': 'July 08, 13', 'adjDividend': 45, 'dividend': 45, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-07-06', 'label': 'July 06, 12', 'adjDividend': 87.3, 'dividend': 87.3, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2011-07-01', 'label': 'July 01, 11', 'adjDividend': 108, 'dividend': 108, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2010-06-30', 'label': 'June 30, 10', 'adjDividend': 45, 'dividend': 45, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2009-07-10', 'label': 'July 10, 09', 'adjDividend': 90, 'dividend': 90, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2008-07-21', 'label': 'July 21, 08', 'adjDividend': 21, 'dividend': 21, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2008-04-21', 'label': 'April 21, 08', 'adjDividend': 126, 'dividend': 126, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
TLDN.JK,"[{'date': '2024-05-07', 'label': 'May 07, 24', 'adjDividend': 12.21, 'dividend': 12.21, 'recordDate': '2024-05-08', 'paymentDate': '2024-05-21', 'declarationDate': ''}, {'date': '2023-05-12', 'label': 'May 12, 23', 'adjDividend': 13.52, 'dividend': 13.52, 'recordDate': '2023-05-15', 'paymentDate': '2023-05-30', 'declarationDate': ''}, {'date': '2022-06-08', 'label': 'June 08, 22', 'adjDividend': 6.17, 'dividend': 6.17, 'recordDate': '2022-06-09', 'paymentDate': '2022-06-29', 'declarationDate': ''}]"
