symbol,historical
PNLF.JK,"[{'date': '2022-07-11', 'label': 'July 11, 22', 'adjDividend': 10, 'dividend': 10, 'recordDate': '2022-07-12', 'paymentDate': '2022-08-03', 'declarationDate': ''}, {'date': '2005-07-19', 'label': 'July 19, 05', 'adjDividend': 4, 'dividend': 4, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2005-03-29', 'label': 'March 29, 05', 'adjDividend': 11, 'dividend': 11, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
BBNI.JK,"[{'date': '2024-03-15', 'label': 'March 15, 24', 'adjDividend': 280.49518, 'dividend': 280.49518, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2023-03-28', 'label': 'March 28, 23', 'adjDividend': 196.39006, 'dividend': 392.7801, 'recordDate': '2023-03-29', 'paymentDate': '2023-04-14', 'declarationDate': ''}, {'date': '2022-03-24', 'label': 'March 24, 22', 'adjDividend': 73.14845, 'dividend': 146.2969, 'recordDate': '2022-03-25', 'paymentDate': '2022-04-14', 'declarationDate': ''}, {'date': '2021-04-08', 'label': 'April 08, 21', 'adjDividend': 22.01131, 'dividend': 44.0226, 'recordDate': '2021-04-09', 'paymentDate': '2021-04-30', 'declarationDate': ''}, {'date': '2020-03-02', 'label': 'March 02, 20', 'adjDividend': 103.12054, 'dividend': 206.241, 'recordDate': '2020-03-03', 'paymentDate': '2020-03-24', 'declarationDate': ''}, {'date': '2019-05-22', 'label': 'May 22, 19', 'adjDividend': 100.64478, 'dividend': 201.29, 'recordDate': '2019-05-23', 'paymentDate': '2019-06-14', 'declarationDate': ''}, {'date': '2018-03-28', 'label': 'March 28, 18', 'adjDividend': 127.77774, 'dividend': 255.555, 'recordDate': '2018-04-02', 'paymentDate': '2018-04-20', 'declarationDate': ''}, {'date': '2017-03-24', 'label': 'March 24, 17', 'adjDividend': 106.40343, 'dividend': 212.8069, 'recordDate': '2017-03-29', 'paymentDate': '2017-04-20', 'declarationDate': ''}, {'date': '2016-03-18', 'label': 'March 18, 16', 'adjDividend': 61.2669, 'dividend': 122.534, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2015-03-25', 'label': 'March 25, 15', 'adjDividend': 72.27485, 'dividend': 144.55, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2014-04-29', 'label': 'April 29, 14', 'adjDividend': 72.855, 'dividend': 145.71, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2013-04-29', 'label': 'April 29, 13', 'adjDividend': 56.675, 'dividend': 113.35, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-05-11', 'label': 'May 11, 12', 'adjDividend': 31.24, 'dividend': 62.48, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2011-06-13', 'label': 'June 13, 11', 'adjDividend': 32.99, 'dividend': 65.98, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2010-06-09', 'label': 'June 09, 10', 'adjDividend': 22.50557, 'dividend': 47.48, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2009-11-26', 'label': 'November 26, 09', 'adjDividend': 4.47457, 'dividend': 8.94914, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2009-06-19', 'label': 'June 19, 09', 'adjDividend': 3.79201, 'dividend': 8, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2008-06-18', 'label': 'June 18, 08', 'adjDividend': 13.93563, 'dividend': 29.4, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2007-06-20', 'label': 'June 20, 07', 'adjDividend': 34.36507, 'dividend': 72.5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2006-06-16', 'label': 'June 16, 06', 'adjDividend': 25.2453, 'dividend': 53.26, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2005-06-24', 'label': 'June 24, 05', 'adjDividend': 55.9653, 'dividend': 118.07, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2004-07-02', 'label': 'July 02, 04', 'adjDividend': 11.23856, 'dividend': 23.71, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
FIRE.JK,[]
SPTO.JK,"[{'date': '2024-06-14', 'label': 'June 14, 24', 'adjDividend': 25, 'dividend': 25, 'recordDate': '2024-06-19', 'paymentDate': '2024-06-28', 'declarationDate': ''}, {'date': '2023-06-07', 'label': 'June 07, 23', 'adjDividend': 25, 'dividend': 25, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2022-11-24', 'label': 'November 24, 22', 'adjDividend': 25, 'dividend': 25, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2022-06-23', 'label': 'June 23, 22', 'adjDividend': 25, 'dividend': 25, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2021-11-23', 'label': 'November 23, 21', 'adjDividend': 25, 'dividend': 25, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2021-06-08', 'label': 'June 08, 21', 'adjDividend': 10, 'dividend': 10, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2020-11-23', 'label': 'November 23, 20', 'adjDividend': 20, 'dividend': 20, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2020-06-23', 'label': 'June 23, 20', 'adjDividend': 20, 'dividend': 20, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2019-11-19', 'label': 'November 19, 19', 'adjDividend': 20, 'dividend': 20, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2019-06-12', 'label': 'June 12, 19', 'adjDividend': 18, 'dividend': 18, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2018-11-19', 'label': 'November 19, 18', 'adjDividend': 20, 'dividend': 20, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
ASRI.JK,"[{'date': '2017-06-15', 'label': 'June 15, 17', 'adjDividend': 1.5, 'dividend': 1.5, 'recordDate': '2017-06-19', 'paymentDate': '2017-07-07', 'declarationDate': ''}, {'date': '2015-07-01', 'label': 'July 01, 15', 'adjDividend': 7, 'dividend': 7, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2014-06-26', 'label': 'June 26, 14', 'adjDividend': 7, 'dividend': 7, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2013-06-26', 'label': 'June 26, 13', 'adjDividend': 14.6, 'dividend': 14.6, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-07-06', 'label': 'July 06, 12', 'adjDividend': 6.13, 'dividend': 6.13, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2011-07-04', 'label': 'July 04, 11', 'adjDividend': 4.03, 'dividend': 4.03, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2010-07-21', 'label': 'July 21, 10', 'adjDividend': 1.05, 'dividend': 1.05, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2009-07-06', 'label': 'July 06, 09', 'adjDividend': 0.69, 'dividend': 0.69, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
KJEN.JK,[]
JSMR.JK,"[{'date': '2024-05-21', 'label': 'May 21, 24', 'adjDividend': 37.86353, 'dividend': 37.86353, 'recordDate': '2024-05-22', 'paymentDate': '2024-06-07', 'declarationDate': ''}, {'date': '2023-05-22', 'label': 'May 22, 23', 'adjDividend': 75.69393, 'dividend': 75.69393, 'recordDate': '2023-05-23', 'paymentDate': '2023-06-09', 'declarationDate': ''}, {'date': '2020-06-22', 'label': 'June 22, 20', 'adjDividend': 15.20499, 'dividend': 15.205, 'recordDate': '2020-06-23', 'paymentDate': '2020-07-10', 'declarationDate': ''}, {'date': '2019-05-15', 'label': 'May 15, 19', 'adjDividend': 45.52162, 'dividend': 45.5216, 'recordDate': '2019-05-16', 'paymentDate': '2019-05-28', 'declarationDate': ''}, {'date': '2018-04-18', 'label': 'April 18, 18', 'adjDividend': 60.6309, 'dividend': 60.6309, 'recordDate': '2018-04-20', 'paymentDate': '2018-05-11', 'declarationDate': ''}, {'date': '2017-03-23', 'label': 'March 23, 17', 'adjDividend': 78.0937, 'dividend': 78.0937, 'recordDate': '2017-03-27', 'paymentDate': '2017-04-13', 'declarationDate': ''}, {'date': '2016-04-07', 'label': 'April 07, 16', 'adjDividend': 43.02813, 'dividend': 43.0281, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2015-03-26', 'label': 'March 26, 15', 'adjDividend': 72.06652, 'dividend': 72.2353, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2014-04-11', 'label': 'April 11, 14', 'adjDividend': 78.42323, 'dividend': 78.42323, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2014-04-07', 'label': 'April 07, 14', 'adjDividend': 78.42323, 'dividend': 78.42323, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2013-05-30', 'label': 'May 30, 13', 'adjDividend': 94.0204, 'dividend': 94.2406, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-06-05', 'label': 'June 05, 12', 'adjDividend': 78.6941, 'dividend': 78.8784, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2011-07-07', 'label': 'July 07, 11', 'adjDividend': 105.44186, 'dividend': 105.689, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2010-06-29', 'label': 'June 29, 10', 'adjDividend': 87.7022, 'dividend': 87.9076, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2009-06-19', 'label': 'June 19, 09', 'adjDividend': 52.11026, 'dividend': 52.2323, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2008-05-22', 'label': 'May 22, 08', 'adjDividend': 14.27656, 'dividend': 14.31, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
MNCN.JK,"[{'date': '2023-07-11', 'label': 'July 11, 23', 'adjDividend': 5, 'dividend': 5, 'recordDate': '2023-07-12', 'paymentDate': '2023-08-03', 'declarationDate': ''}, {'date': '2021-09-09', 'label': 'September 09, 21', 'adjDividend': 8, 'dividend': 8, 'recordDate': '2021-09-10', 'paymentDate': '2021-09-28', 'declarationDate': ''}, {'date': '2019-07-03', 'label': 'July 03, 19', 'adjDividend': 15, 'dividend': 15, 'recordDate': '2019-07-04', 'paymentDate': '2019-07-26', 'declarationDate': ''}, {'date': '2018-07-04', 'label': 'July 04, 18', 'adjDividend': 15, 'dividend': 15, 'recordDate': '2018-07-06', 'paymentDate': '2018-07-25', 'declarationDate': ''}, {'date': '2017-07-10', 'label': 'July 10, 17', 'adjDividend': 42, 'dividend': 42, 'recordDate': '2017-07-12', 'paymentDate': '2017-08-02', 'declarationDate': ''}, {'date': '2016-05-12', 'label': 'May 12, 16', 'adjDividend': 42, 'dividend': 42, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2015-05-28', 'label': 'May 28, 15', 'adjDividend': 63, 'dividend': 63, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2014-10-15', 'label': 'October 15, 14', 'adjDividend': 35, 'dividend': 35, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2013-12-27', 'label': 'December 27, 13', 'adjDividend': 25, 'dividend': 25, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2013-09-09', 'label': 'September 09, 13', 'adjDividend': 55, 'dividend': 55, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-06-25', 'label': 'June 25, 12', 'adjDividend': 35, 'dividend': 35, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2011-11-30', 'label': 'November 30, 11', 'adjDividend': 15, 'dividend': 15, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2010-11-30', 'label': 'November 30, 10', 'adjDividend': 7, 'dividend': 7, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2009-10-05', 'label': 'October 05, 09', 'adjDividend': 5, 'dividend': 5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2008-12-02', 'label': 'December 02, 08', 'adjDividend': 5, 'dividend': 5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
BABY.JK,[]
DSSA.JK,[]
SMLE.JK,[]
PANI.JK,"[{'date': '2024-07-05', 'label': 'July 05, 24', 'adjDividend': 2, 'dividend': 2, 'recordDate': '2024-07-08', 'paymentDate': '2024-07-26', 'declarationDate': ''}]"
TPMA.JK,"[{'date': '2024-05-08', 'label': 'May 08, 24', 'adjDividend': 68.27586, 'dividend': 81.489, 'recordDate': '2024-05-13', 'paymentDate': '2024-05-28', 'declarationDate': ''}, {'date': '2023-11-15', 'label': 'November 15, 23', 'adjDividend': 30, 'dividend': 30, 'recordDate': '2023-11-16', 'paymentDate': '2023-12-05', 'declarationDate': ''}, {'date': '2023-05-29', 'label': 'May 29, 23', 'adjDividend': 60, 'dividend': 60, 'recordDate': '2023-05-30', 'paymentDate': '2023-06-21', 'declarationDate': ''}, {'date': '2022-06-17', 'label': 'June 17, 22', 'adjDividend': 12, 'dividend': 12, 'recordDate': '2022-06-20', 'paymentDate': '2022-07-08', 'declarationDate': ''}, {'date': '2021-06-28', 'label': 'June 28, 21', 'adjDividend': 22, 'dividend': 22, 'recordDate': '2021-06-29', 'paymentDate': '2021-07-21', 'declarationDate': ''}, {'date': '2020-08-11', 'label': 'August 11, 20', 'adjDividend': 23.5, 'dividend': 23.5, 'recordDate': '2020-08-12', 'paymentDate': '2020-09-03', 'declarationDate': ''}, {'date': '2019-05-31', 'label': 'May 31, 19', 'adjDividend': 26.6, 'dividend': 26.6, 'recordDate': '2019-06-10', 'paymentDate': '2019-06-21', 'declarationDate': ''}, {'date': '2018-06-04', 'label': 'June 04, 18', 'adjDividend': 12, 'dividend': 12, 'recordDate': '2018-06-06', 'paymentDate': '2018-06-22', 'declarationDate': ''}, {'date': '2017-05-30', 'label': 'May 30, 17', 'adjDividend': 4, 'dividend': 4, 'recordDate': '2017-06-02', 'paymentDate': '2017-06-20', 'declarationDate': ''}, {'date': '2014-08-08', 'label': 'August 08, 14', 'adjDividend': 11, 'dividend': 11, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
JKON.JK,"[{'date': '2024-06-14', 'label': 'June 14, 24', 'adjDividend': 4.25, 'dividend': 4.25, 'recordDate': '2024-06-19', 'paymentDate': '2024-07-05', 'declarationDate': ''}, {'date': '2023-06-16', 'label': 'June 16, 23', 'adjDividend': 3, 'dividend': 3, 'recordDate': '2023-06-19', 'paymentDate': '2023-07-07', 'declarationDate': ''}, {'date': '2020-07-27', 'label': 'July 27, 20', 'adjDividend': 2.4, 'dividend': 2.4, 'recordDate': '2020-07-28', 'paymentDate': '2020-08-19', 'declarationDate': ''}, {'date': '2019-07-04', 'label': 'July 04, 19', 'adjDividend': 3.3, 'dividend': 3.3, 'recordDate': '2019-07-05', 'paymentDate': '2019-07-26', 'declarationDate': ''}, {'date': '2018-06-26', 'label': 'June 26, 18', 'adjDividend': 5.8, 'dividend': 5.8, 'recordDate': '2018-06-28', 'paymentDate': '2018-07-20', 'declarationDate': ''}, {'date': '2017-06-15', 'label': 'June 15, 17', 'adjDividend': 6.4, 'dividend': 6.4, 'recordDate': '2017-06-19', 'paymentDate': '2017-07-07', 'declarationDate': ''}, {'date': '2016-06-09', 'label': 'June 09, 16', 'adjDividend': 4.5, 'dividend': 4.5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2015-06-11', 'label': 'June 11, 15', 'adjDividend': 4.3, 'dividend': 4.3, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2014-06-20', 'label': 'June 20, 14', 'adjDividend': 4.2, 'dividend': 4.2, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2013-07-15', 'label': 'July 15, 13', 'adjDividend': 3.7, 'dividend': 18.5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-06-18', 'label': 'June 18, 12', 'adjDividend': 2.94852, 'dividend': 14.7426, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2011-07-01', 'label': 'July 01, 11', 'adjDividend': 2.55539, 'dividend': 12.7769, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2010-06-29', 'label': 'June 29, 10', 'adjDividend': 2.75195, 'dividend': 13.7598, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2009-06-11', 'label': 'June 11, 09', 'adjDividend': 2.06397, 'dividend': 10.3198, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2008-06-09', 'label': 'June 09, 08', 'adjDividend': 1.67083, 'dividend': 8.3541, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
MDKA.JK,[]
CYBR.JK,[]
SRTG.JK,"[{'date': '2024-05-29', 'label': 'May 29, 24', 'adjDividend': 22, 'dividend': 22, 'recordDate': '2024-05-30', 'paymentDate': '2024-06-14', 'declarationDate': ''}, {'date': '2023-05-25', 'label': 'May 25, 23', 'adjDividend': 75, 'dividend': 75, 'recordDate': '2023-05-26', 'paymentDate': '2023-06-14', 'declarationDate': ''}, {'date': '2022-05-10', 'label': 'May 10, 22', 'adjDividend': 60, 'dividend': 60, 'recordDate': '2022-05-11', 'paymentDate': '2022-05-13', 'declarationDate': ''}, {'date': '2021-05-07', 'label': 'May 07, 21', 'adjDividend': 22, 'dividend': 110, 'recordDate': '2021-05-10', 'paymentDate': '2021-05-28', 'declarationDate': ''}, {'date': '2020-06-26', 'label': 'June 26, 20', 'adjDividend': 11, 'dividend': 55, 'recordDate': '2020-06-29', 'paymentDate': '2020-07-15', 'declarationDate': ''}, {'date': '2019-06-10', 'label': 'June 10, 19', 'adjDividend': 22, 'dividend': 110, 'recordDate': '2019-06-11', 'paymentDate': '2019-06-20', 'declarationDate': ''}, {'date': '2018-07-04', 'label': 'July 04, 18', 'adjDividend': 14.8, 'dividend': 74, 'recordDate': '2018-07-06', 'paymentDate': '2018-07-27', 'declarationDate': ''}, {'date': '2017-05-05', 'label': 'May 05, 17', 'adjDividend': 17.4, 'dividend': 87, 'recordDate': '2017-05-09', 'paymentDate': '2017-05-26', 'declarationDate': ''}, {'date': '2016-11-30', 'label': 'November 30, 16', 'adjDividend': 12.2, 'dividend': 61, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2016-06-23', 'label': 'June 23, 16', 'adjDividend': 6.4, 'dividend': 32, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
ARTO.JK,[]
BBCA.JK,"[{'date': '2024-03-25', 'label': 'March 25, 24', 'adjDividend': 227.5, 'dividend': 227.5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2023-12-04', 'label': 'December 04, 23', 'adjDividend': 42.5, 'dividend': 42.5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2023-03-29', 'label': 'March 29, 23', 'adjDividend': 170, 'dividend': 170, 'recordDate': '2023-03-30', 'paymentDate': '2023-04-14', 'declarationDate': ''}, {'date': '2022-12-02', 'label': 'December 02, 22', 'adjDividend': 35, 'dividend': 35, 'recordDate': '2022-12-05', 'paymentDate': '2022-12-20', 'declarationDate': ''}, {'date': '2022-03-28', 'label': 'March 28, 22', 'adjDividend': 120, 'dividend': 120, 'recordDate': '2022-03-29', 'paymentDate': '2022-04-19', 'declarationDate': ''}, {'date': '2021-11-17', 'label': 'November 17, 21', 'adjDividend': 25, 'dividend': 25, 'recordDate': '2021-11-18', 'paymentDate': '2021-12-07', 'declarationDate': ''}, {'date': '2021-04-08', 'label': 'April 08, 21', 'adjDividend': 86.4, 'dividend': 432, 'recordDate': '2021-04-09', 'paymentDate': '2021-04-28', 'declarationDate': ''}, {'date': '2020-12-09', 'label': 'December 09, 20', 'adjDividend': 19.6, 'dividend': 98, 'recordDate': '2020-12-10', 'paymentDate': '2020-12-22', 'declarationDate': ''}, {'date': '2020-04-21', 'label': 'April 21, 20', 'adjDividend': 91, 'dividend': 455, 'recordDate': '2020-04-22', 'paymentDate': '2020-05-11', 'declarationDate': ''}, {'date': '2019-12-06', 'label': 'December 06, 19', 'adjDividend': 20, 'dividend': 100, 'recordDate': '2019-12-09', 'paymentDate': '2019-12-20', 'declarationDate': ''}, {'date': '2019-04-24', 'label': 'April 24, 19', 'adjDividend': 51, 'dividend': 255, 'recordDate': '2019-04-25', 'paymentDate': '2019-04-30', 'declarationDate': ''}, {'date': '2018-12-03', 'label': 'December 03, 18', 'adjDividend': 17, 'dividend': 85, 'recordDate': '2018-12-04', 'paymentDate': '2018-12-21', 'declarationDate': ''}, {'date': '2018-04-13', 'label': 'April 13, 18', 'adjDividend': 35, 'dividend': 175, 'recordDate': '2018-04-17', 'paymentDate': '2018-04-30', 'declarationDate': ''}, {'date': '2017-11-29', 'label': 'November 29, 17', 'adjDividend': 16, 'dividend': 80, 'recordDate': '2017-12-04', 'paymentDate': '2017-12-20', 'declarationDate': ''}, {'date': '2017-04-17', 'label': 'April 17, 17', 'adjDividend': 26, 'dividend': 130, 'recordDate': '2017-04-20', 'paymentDate': '2017-04-28', 'declarationDate': ''}, {'date': '2016-12-01', 'label': 'December 01, 16', 'adjDividend': 14, 'dividend': 70, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2016-04-15', 'label': 'April 15, 16', 'adjDividend': 21, 'dividend': 105, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2015-11-13', 'label': 'November 13, 15', 'adjDividend': 11, 'dividend': 55, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2015-04-17', 'label': 'April 17, 15', 'adjDividend': 19.6, 'dividend': 98, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2014-12-05', 'label': 'December 05, 14', 'adjDividend': 10, 'dividend': 50, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2014-04-30', 'label': 'April 30, 14', 'adjDividend': 15, 'dividend': 75, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2013-11-29', 'label': 'November 29, 13', 'adjDividend': 9, 'dividend': 45, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2013-05-29', 'label': 'May 29, 13', 'adjDividend': 14.2, 'dividend': 71, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-12-04', 'label': 'December 04, 12', 'adjDividend': 8.7, 'dividend': 43.5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-06-11', 'label': 'June 11, 12', 'adjDividend': 14, 'dividend': 70, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2011-12-07', 'label': 'December 07, 11', 'adjDividend': 8.7, 'dividend': 43.5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2011-06-07', 'label': 'June 07, 11', 'adjDividend': 14, 'dividend': 70, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2010-11-22', 'label': 'November 22, 10', 'adjDividend': 8.5, 'dividend': 42.5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2010-06-01', 'label': 'June 01, 10', 'adjDividend': 14, 'dividend': 70, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2009-11-13', 'label': 'November 13, 09', 'adjDividend': 8, 'dividend': 40, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2009-06-10', 'label': 'June 10, 09', 'adjDividend': 13, 'dividend': 65, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2009-01-16', 'label': 'January 16, 09', 'adjDividend': 7, 'dividend': 35, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2008-06-13', 'label': 'June 13, 08', 'adjDividend': 12.7, 'dividend': 63.5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2007-11-30', 'label': 'November 30, 07', 'adjDividend': 5.5, 'dividend': 55, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2007-06-11', 'label': 'June 11, 07', 'adjDividend': 11.5, 'dividend': 115, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2006-10-11', 'label': 'October 11, 06', 'adjDividend': 5.5, 'dividend': 55, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2006-06-07', 'label': 'June 07, 06', 'adjDividend': 9, 'dividend': 90, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2005-10-07', 'label': 'October 07, 05', 'adjDividend': 5, 'dividend': 50, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2005-07-20', 'label': 'July 20, 05', 'adjDividend': 8, 'dividend': 80, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2004-11-23', 'label': 'November 23, 04', 'adjDividend': 5, 'dividend': 50, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2004-07-01', 'label': 'July 01, 04', 'adjDividend': 22.5, 'dividend': 225, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
